entity_id,date,change_point,shift_strength
101,2025-01-01,0,0.0
101,2025-01-02,0,13.76851292815675
101,2025-01-03,1,16.27777490775424
101,2025-01-04,0,11.613170238314453
101,2025-01-05,0,1.0008787798168717
101,2025-01-06,0,6.839904978464939
101,2025-01-07,0,5.367135485116248
101,2025-01-08,0,8.92792591402818
101,2025-01-09,0,4.2878404730338655
101,2025-01-10,0,2.8950043734823905
101,2025-01-11,0,7.667025274475581
101,2025-01-12,0,1.4161615860443844
101,2025-01-13,1,23.38570781100947
101,2025-01-14,0,2.1891686977585145
101,2025-01-15,0,1.6573252644990544
101,2025-01-16,1,27.545193576077722
101,2025-01-17,0,9.994771129965873
101,2025-01-18,0,3.5494133614593526
101,2025-01-19,1,16.923326073948573
101,2025-01-20,0,10.335524579820365
101,2025-01-21,0,2.2583382065106905
101,2025-01-22,0,11.387261904765156
101,2025-01-23,0,1.1078504162949865
101,2025-01-24,0,6.513458324639698
101,2025-01-25,0,9.699096569635234
101,2025-01-26,0,9.448118050195776
101,2025-01-27,0,4.083274650593038
101,2025-01-28,0,1.3015972789605534
101,2025-01-29,0,1.258607333931061
101,2025-01-30,0,7.758111200174356
101,2025-01-31,1,28.528224446429352
101,2025-02-01,1,17.532145423150002
101,2025-02-02,1,14.899554347848643
101,2025-02-03,0,5.1503066504158586
101,2025-02-04,1,20.59338713270904
101,2025-02-05,1,43.394951706713336
101,2025-02-06,1,53.84192128677834
101,2025-02-07,0,0.0
101,2025-02-08,1,100.0
101,2025-02-09,1,40.801514510565504
101,2025-02-10,0,5.343187345512934
101,2025-02-11,0,4.709154422424733
101,2025-02-12,0,3.1238853616160744
101,2025-02-13,0,3.7533639974778765
101,2025-02-14,0,5.549152913026667
101,2025-02-15,0,10.779063735333683
101,2025-02-16,0,10.393270367671814
101,2025-02-17,1,17.645915253435817
101,2025-02-18,0,9.696426653302426
101,2025-02-19,0,1.0874031289815456
101,2025-02-20,0,3.657485243623393
101,2025-02-21,0,0.7025914704964165
101,2025-02-22,0,4.607615938775456
101,2025-02-23,0,6.839862704634392
101,2025-02-24,0,0.25069826630521597
101,2025-02-25,0,2.2234430239223224
101,2025-02-26,1,16.10587240755368
101,2025-02-27,1,33.97810630455047
101,2025-02-28,0,8.792538576887289
101,2025-03-01,1,19.22280324695045
101,2025-03-02,1,36.541581554259835
101,2025-03-03,1,52.15377738825029
101,2025-03-04,1,18.080087420519643
101,2025-03-05,1,65.2922969929224
101,2025-03-06,1,48.014128004364665
101,2025-03-07,1,42.62894623248121
101,2025-03-08,1,23.53417959031223
101,2025-03-09,1,24.500408539921082
101,2025-03-10,0,1.5608621588177662
101,2025-03-11,0,5.851223784582704
101,2025-03-12,0,3.135242943634664
101,2025-03-13,1,14.503130011355548
101,2025-03-14,0,7.372263501211151
101,2025-03-15,0,6.475591536159364
101,2025-03-16,0,12.717226636205027
101,2025-03-17,0,0.6869508270080704
101,2025-03-18,0,1.310761498857782
101,2025-03-19,0,5.879160725009003
101,2025-03-20,0,2.630786630875548
101,2025-03-21,0,4.8876429808228705
101,2025-03-22,0,0.9856975885110697
101,2025-03-23,0,2.2280635515074865
101,2025-03-24,1,14.102756029459618
101,2025-03-25,0,1.939156796937036
101,2025-03-26,0,12.781547569102813
101,2025-03-27,0,2.4063270945542836
101,2025-03-28,0,2.9348950006886088
101,2025-03-29,0,6.506537181226646
101,2025-03-30,0,9.588692933647769
101,2025-03-31,0,9.738714775143652
102,2025-01-01,0,0.0
102,2025-01-02,0,13.670509205995952
102,2025-01-03,0,10.381067976926339
102,2025-01-04,0,0.021146510710212674
102,2025-01-05,0,1.1354226715247773
102,2025-01-06,0,2.137682358905535
102,2025-01-07,0,8.62571176157838
102,2025-01-08,0,3.060370737243301
102,2025-01-09,0,11.392204410034934
102,2025-01-10,0,6.897481985531195
102,2025-01-11,0,0.28249700937459377
102,2025-01-12,0,2.07561698312122
102,2025-01-13,0,9.28963026195644
102,2025-01-14,0,0.3801128021296618
102,2025-01-15,0,7.839024376787307
102,2025-01-16,1,18.61536365354024
102,2025-01-17,1,15.106968854476222
102,2025-01-18,1,14.254670119237534
102,2025-01-19,0,7.668427104678399
102,2025-01-20,0,9.547311569925899
102,2025-01-21,0,6.616993983155917
102,2025-01-22,0,6.384887601879729
102,2025-01-23,0,0.44278767605026026
102,2025-01-24,1,15.303832745816692
102,2025-01-25,1,52.92117679481236
102,2025-01-26,0,6.115645507529721
102,2025-01-27,1,55.00134219074013
102,2025-01-28,1,36.25060244639411
102,2025-01-29,1,15.79566281816347
102,2025-01-30,0,3.1057620262918917
102,2025-01-31,0,7.257265167590488
102,2025-02-01,0,13.854001364625269
102,2025-02-02,0,12.704459940631295
102,2025-02-03,0,5.1999510702943175
102,2025-02-04,0,2.3269576276170323
102,2025-02-05,0,2.67444943610482
102,2025-02-06,0,4.5484156647812135
102,2025-02-07,0,12.281721944932379
102,2025-02-08,1,25.987304675657352
102,2025-02-09,0,11.10584306207314
102,2025-02-10,1,13.105499259532882
102,2025-02-11,0,7.221797085109294
102,2025-02-12,1,17.551890580722596
102,2025-02-13,1,20.619207285230758
102,2025-02-14,0,3.8893804003313104
102,2025-02-15,0,4.71429537939323
102,2025-02-16,0,5.518875527150113
102,2025-02-17,0,5.461925673967539
102,2025-02-18,1,19.161436806894073
102,2025-02-19,0,1.4285158832444411
102,2025-02-20,0,1.13171017241529
102,2025-02-21,0,1.3249361091577927
102,2025-02-22,0,2.1366993818012103
102,2025-02-23,0,9.93494579710612
102,2025-02-24,0,2.544450087109573
102,2025-02-25,0,6.625800600588761
102,2025-02-26,0,0.28978245783952694
102,2025-02-27,0,0.5300888137341309
102,2025-02-28,0,6.512647908184976
102,2025-03-01,0,2.0724150285585052
102,2025-03-02,0,8.650757837891598
102,2025-03-03,0,13.01408983838771
102,2025-03-04,0,5.316003478719056
102,2025-03-05,0,4.3230335054632025
102,2025-03-06,0,8.799785558598039
102,2025-03-07,0,0.001960424048075282
102,2025-03-08,0,1.3093876817987127
102,2025-03-09,0,1.8349356109328308
102,2025-03-10,0,7.165148394394705
102,2025-03-11,0,6.095953764849094
102,2025-03-12,0,1.6973019048872717
102,2025-03-13,0,2.0797804793893815
102,2025-03-14,0,7.649981856825661
102,2025-03-15,0,8.449337689548987
102,2025-03-16,0,3.7973721940025573
102,2025-03-17,0,2.3412199611753004
102,2025-03-18,1,21.529141262237538
102,2025-03-19,1,38.2709743469161
102,2025-03-20,1,31.704300695625687
102,2025-03-21,0,0.0
102,2025-03-22,1,0.0
102,2025-03-23,0,1.635899698098564
102,2025-03-24,1,51.60127132916219
102,2025-03-25,1,41.16271710864752
102,2025-03-26,0,5.623449372615474
102,2025-03-27,0,6.023974709461877
102,2025-03-28,0,8.153042825008727
102,2025-03-29,0,9.322521170948516
102,2025-03-30,0,0.7678449046159885
102,2025-03-31,0,7.116605114480756
103,2025-01-01,0,0.0
103,2025-01-02,0,13.703500795616163
103,2025-01-03,0,5.0616692903395215
103,2025-01-04,0,9.130333613429409
103,2025-01-05,0,5.29927509673297
103,2025-01-06,0,6.78550059581201
103,2025-01-07,0,13.746087518960536
103,2025-01-08,0,3.2230376946240202
103,2025-01-09,0,8.326194297396095
103,2025-01-10,0,7.57588642707121
103,2025-01-11,1,21.139488891954116
103,2025-01-12,1,16.54394974957294
103,2025-01-13,1,18.769040344464894
103,2025-01-14,0,9.48033525853349
103,2025-01-15,0,3.0707176130834735
103,2025-01-16,1,6.286348888807014
103,2025-01-17,0,8.662429636352442
103,2025-01-18,0,6.080664515858358
103,2025-01-19,0,1.6872388182880727
103,2025-01-20,0,9.089455492751208
103,2025-01-21,0,3.8720781708297736
103,2025-01-22,0,3.723926403273703
103,2025-01-23,0,6.651812326225248
103,2025-01-24,1,36.26598318533962
103,2025-01-25,1,21.31114909928471
103,2025-01-26,0,9.59772039324297
103,2025-01-27,0,10.903682009459859
103,2025-01-28,0,13.227116287973018
103,2025-01-29,0,3.652771288972534
103,2025-01-30,0,4.779175343981312
103,2025-01-31,0,10.65732653545749
103,2025-02-01,0,10.004404632840401
103,2025-02-02,0,2.533235919624066
103,2025-02-03,0,3.0194076512048085
103,2025-02-04,0,1.1899510238145061
103,2025-02-05,0,1.2530257874929784
103,2025-02-06,0,0.17705248465682555
103,2025-02-07,0,5.2486838266811215
103,2025-02-08,0,1.7494851466822503
103,2025-02-09,0,7.3816904487675306
103,2025-02-10,0,4.854709440538629
103,2025-02-11,1,15.46898039255048
103,2025-02-12,0,3.1498845213761006
103,2025-02-13,0,3.169211991580012
103,2025-02-14,0,3.478758803557258
103,2025-02-15,0,10.894890717725069
103,2025-02-16,0,8.247357212612616
103,2025-02-17,0,5.10496471007934
103,2025-02-18,0,9.190677819424419
103,2025-02-19,0,6.407473936997576
103,2025-02-20,0,7.480205303195319
103,2025-02-21,0,6.917855151456798
103,2025-02-22,0,12.823423678581491
103,2025-02-23,1,28.501416640750698
103,2025-02-24,1,18.69216921717285
103,2025-02-25,0,3.8395964719339704
103,2025-02-26,0,13.05934882504667
103,2025-02-27,1,16.648142691134183
103,2025-02-28,0,1.7504090553660867
103,2025-03-01,0,2.8588639901975688
103,2025-03-02,0,7.2290928372151235
103,2025-03-03,0,4.762017690125386
103,2025-03-04,0,2.3066377145610995
103,2025-03-05,0,2.7237461606834046
103,2025-03-06,0,0.1338683644925176
103,2025-03-07,0,5.745032789505267
103,2025-03-08,0,9.620345735496738
103,2025-03-09,0,1.365382475932786
103,2025-03-10,0,5.025029054235686
103,2025-03-11,0,1.7267947280073415
103,2025-03-12,0,1.3367767981342316
103,2025-03-13,0,2.7057168702093404
103,2025-03-14,0,1.4971332786174796
103,2025-03-15,0,5.007922271312615
103,2025-03-16,0,2.6480419104041752
103,2025-03-17,0,5.780582861995098
103,2025-03-18,0,3.788130094525677
103,2025-03-19,1,29.6777325427664
103,2025-03-20,1,12.089274857340282
103,2025-03-21,0,5.500426435814099
103,2025-03-22,0,2.5466178717003074
103,2025-03-23,0,10.68121923570856
103,2025-03-24,0,2.2628262061721416
103,2025-03-25,0,2.712081344959627
103,2025-03-26,0,2.5039964412956084
103,2025-03-27,0,0.611667208445521
103,2025-03-28,0,4.283445569792721
103,2025-03-29,0,4.733263777671926
103,2025-03-30,0,1.7254801137041254
103,2025-03-31,0,3.242399123436246
104,2025-01-01,0,0.0
104,2025-01-02,0,13.792059770891196
104,2025-01-03,0,10.293267459844769
104,2025-01-04,0,3.5176474861124296
104,2025-01-05,0,5.079868770824703
104,2025-01-06,0,1.6190428733275586
104,2025-01-07,0,0.5885200863669282
104,2025-01-08,0,4.228636002211783
104,2025-01-09,1,15.70191164538467
104,2025-01-10,1,41.335914246257246
104,2025-01-11,1,33.67620608681639
104,2025-01-12,0,0.0
104,2025-01-13,1,63.11022881746151
104,2025-01-14,1,30.962013016739533
104,2025-01-15,1,19.722494228532362
104,2025-01-16,0,9.628737849495273
104,2025-01-17,0,1.9736687779459805
104,2025-01-18,0,2.767872044122488
104,2025-01-19,0,1.749704370802807
104,2025-01-20,0,3.748955028383283
104,2025-01-21,0,1.2708002373886362
104,2025-01-22,0,6.2443655198221375
104,2025-01-23,0,4.460714612953676
104,2025-01-24,0,6.0456961381077035
104,2025-01-25,0,2.705070096067952
104,2025-01-26,0,11.833209515273735
104,2025-01-27,0,13.211431148317232
104,2025-01-28,0,7.692544567568538
104,2025-01-29,0,8.304767115198553
104,2025-01-30,0,0.809383230168792
104,2025-01-31,1,14.944368687658049
104,2025-02-01,0,4.8514004161218205
104,2025-02-02,0,12.175190548488368
104,2025-02-03,0,1.5543721703715763
104,2025-02-04,0,0.9936820864374862
104,2025-02-05,0,3.84769301549599
104,2025-02-06,1,15.539165613660689
104,2025-02-07,1,27.50274001643902
104,2025-02-08,1,24.419627502381914
104,2025-02-09,0,5.232144898777847
104,2025-02-10,0,9.488297920789224
104,2025-02-11,1,21.624130866166446
104,2025-02-12,0,9.970906278260516
104,2025-02-13,0,1.0213715225896092
104,2025-02-14,0,12.234193687236905
104,2025-02-15,0,7.70229664437535
104,2025-02-16,0,1.4764503086283853
104,2025-02-17,0,3.739918243597673
104,2025-02-18,0,9.250877367370158
104,2025-02-19,0,13.447875915675755
104,2025-02-20,1,30.234529418760037
104,2025-02-21,1,25.276789584604508
104,2025-02-22,1,38.30051315517036
104,2025-02-23,0,9.078041638440993
104,2025-02-24,0,0.4135971175249331
104,2025-02-25,0,3.721205745502243
104,2025-02-26,1,11.536156691508715
104,2025-02-27,0,4.688968451863795
104,2025-02-28,0,5.414302417099792
104,2025-03-01,0,6.000097892529899
104,2025-03-02,0,6.37741532990912
104,2025-03-03,1,10.493071083978744
104,2025-03-04,0,2.0672328507941318
104,2025-03-05,0,11.411556160260105
104,2025-03-06,1,16.953508877886424
104,2025-03-07,0,1.7061958710685277
104,2025-03-08,0,2.5657041958375038
104,2025-03-09,0,8.832577526899
104,2025-03-10,0,2.7875337532665134
104,2025-03-11,0,4.603119525862676
104,2025-03-12,0,4.90698428776557
104,2025-03-13,0,7.210543542908798
104,2025-03-14,0,3.427901919746623
104,2025-03-15,0,6.69182270388653
104,2025-03-16,0,2.4433597540231666
104,2025-03-17,0,1.0697336999337836
104,2025-03-18,0,0.05640408849082457
104,2025-03-19,0,4.4446191841375216
104,2025-03-20,0,2.2733726560444145
104,2025-03-21,0,3.0624002261805394
104,2025-03-22,0,0.46526806426281375
104,2025-03-23,0,6.382136674781735
104,2025-03-24,0,3.6872107267269194
104,2025-03-25,0,9.917664520054824
104,2025-03-26,0,4.918839122451812
104,2025-03-27,0,6.3981751098756146
104,2025-03-28,0,8.924443593779019
104,2025-03-29,0,0.12533158795462462
104,2025-03-30,0,1.522317476393309
104,2025-03-31,0,0.2531180702164959
105,2025-01-01,0,0.0
105,2025-01-02,0,12.35088300265923
105,2025-01-03,0,10.735014882661243
105,2025-01-04,0,8.883813054796718
105,2025-01-05,1,43.26750005034371
105,2025-01-06,1,34.404446980962476
105,2025-01-07,0,0.0
105,2025-01-08,1,43.641250760222604
105,2025-01-09,1,57.04292947202929
105,2025-01-10,1,14.669998312039034
105,2025-01-11,0,13.23603888908298
105,2025-01-12,1,14.968980933610709
105,2025-01-13,1,14.179622724507833
105,2025-01-14,0,6.56711911570903
105,2025-01-15,0,0.1269289125253703
105,2025-01-16,0,2.4177089267921836
105,2025-01-17,1,22.866421564083605
105,2025-01-18,0,6.048876055440577
105,2025-01-19,0,6.643418533650392
105,2025-01-20,0,11.332648394099909
105,2025-01-21,0,3.5239422165358247
105,2025-01-22,1,14.42376661629632
105,2025-01-23,0,13.966768417353803
105,2025-01-24,0,2.1872209770261053
105,2025-01-25,0,2.087215490970018
105,2025-01-26,0,0.23235995823390754
105,2025-01-27,0,9.608410617277464
105,2025-01-28,0,5.023279957218119
105,2025-01-29,0,2.7889082099369134
105,2025-01-30,0,1.1174141911654223
105,2025-01-31,0,12.915433131126031
105,2025-02-01,1,14.130839415231833
105,2025-02-02,0,5.766248029152754
105,2025-02-03,0,11.878919755338902
105,2025-02-04,0,5.794201357159789
105,2025-02-05,0,4.197162233085949
105,2025-02-06,0,12.214003466784629
105,2025-02-07,0,11.026887849443312
105,2025-02-08,0,13.362121521310666
105,2025-02-09,0,8.810513274348097
105,2025-02-10,0,9.631381628187485
